end of batch....0, cost so far 15356
end of batch....9648, cost so far 6642
end of batch....9649, cost so far 6642
end of batch....9650, cost so far 6642
end of batch....9651, cost so far 6642
end of batch....9652, cost so far 6642
end of batch....9653, cost so far 6642
end of batch....9654, cost so far 6642
end of batch....9655, cost so far 6642
end of batch....9656, cost so far 6642
end of batch....9657, cost so far 6642
end of batch....9658, cost so far 6642
end of batch....9659, cost so far 6642
end of batch....9660, cost so far 6642
end of batch....9661, cost so far 6642
end of batch....9662, cost so far 6642
end of batch....9663, cost so far 6642
end of batch....9664, cost so far 6642
end of batch....9665, cost so far 6642
end of batch....9666, cost so far 6642
end of batch....9667, cost so far 6642
end of batch....9668, cost so far 6642
end of batch....9669, cost so far 6642
end of batch....9670, cost so far 6642
end of batch....9671, cost so far 6642
end of batch....9672, cost so far 6642
end of batch....9673, cost so far 6642
end of batch....9674, cost so far 6642
end of batch....9675, cost so far 6642
end of batch....9676, cost so far 6642
end of batch....9677, cost so far 6642
end of batch....9678, cost so far 6642
end of batch....9679, cost so far 6642
end of batch....9680, cost so far 6642
end of batch....9681, cost so far 6642
end of batch....9682, cost so far 6642
end of batch....9683, cost so far 6642
end of batch....9684, cost so far 6642
end of batch....9685, cost so far 6642
end of batch....9686, cost so far 6642
end of batch....9687, cost so far 6642
end of batch....9688, cost so far 6642
end of batch....9689, cost so far 6642
end of batch....9690, cost so far 6642
end of batch....9691, cost so far 6642
end of batch....9692, cost so far 6642
end of batch....9693, cost so far 6642
end of batch....9694, cost so far 6642
end of batch....9695, cost so far 6642
end of batch....9696, cost so far 6642
end of batch....9697, cost so far 6642
end of batch....9698, cost so far 6642
end of batch....9699, cost so far 6642
end of batch....9700, cost so far 6642
end of batch....9701, cost so far 6642
end of batch....9702, cost so far 6642
end of batch....9703, cost so far 6642
end of batch....9704, cost so far 6642
end of batch....9705, cost so far 6642
end of batch....9706, cost so far 6642
end of batch....9707, cost so far 6642
end of batch....9708, cost so far 6642
end of batch....9709, cost so far 6642
end of batch....9710, cost so far 6642
end of batch....9711, cost so far 6642
end of batch....9712, cost so far 6642
end of batch....9713, cost so far 6642
end of batch....9714, cost so far 6642
end of batch....9715, cost so far 6642
end of batch....9716, cost so far 6642
end of batch....9717, cost so far 6642
end of batch....9718, cost so far 6642
end of batch....9719, cost so far 6642
end of batch....9720, cost so far 6642
end of batch....9721, cost so far 6642
end of batch....9722, cost so far 6642
end of batch....9723, cost so far 6642
end of batch....9724, cost so far 6642
end of batch....9725, cost so far 6642
end of batch....9726, cost so far 6642
end of batch....9727, cost so far 6642
end of batch....9728, cost so far 6642
end of batch....9729, cost so far 6642
end of batch....9730, cost so far 6642
end of batch....9731, cost so far 6642
end of batch....9732, cost so far 6642
end of batch....9733, cost so far 6642
end of batch....9734, cost so far 6642
end of batch....9735, cost so far 6642
end of batch....9736, cost so far 6642
end of batch....9737, cost so far 6642
end of batch....9738, cost so far 6642
end of batch....9739, cost so far 6642
end of batch....9740, cost so far 6642
end of batch....9741, cost so far 6642
end of batch....9742, cost so far 6642
end of batch....9743, cost so far 6642
end of batch....9744, cost so far 6642
end of batch....9745, cost so far 6642
end of batch....9746, cost so far 6642
end of batch....9747, cost so far 6642
end of batch....9748, cost so far 6642
end of batch....9749, cost so far 6642
end of batch....9750, cost so far 6642
end of batch....9751, cost so far 6642
end of batch....9752, cost so far 6642
end of batch....9753, cost so far 6642
end of batch....9754, cost so far 6642
end of batch....9755, cost so far 6642
end of batch....9756, cost so far 6642
end of batch....9757, cost so far 6642
end of batch....9758, cost so far 6642
end of batch....9759, cost so far 6642
end of batch....9760, cost so far 6642
end of batch....9761, cost so far 6642
end of batch....9762, cost so far 6642
end of batch....9763, cost so far 6642
end of batch....9764, cost so far 6642
end of batch....9765, cost so far 6642
end of batch....9766, cost so far 6642
end of batch....9767, cost so far 6642
end of batch....9768, cost so far 6642
end of batch....9769, cost so far 6642
end of batch....9770, cost so far 6642
end of batch....9771, cost so far 6642
end of batch....9772, cost so far 6642
end of batch....9773, cost so far 6642
end of batch....9774, cost so far 6642
end of batch....9775, cost so far 6642
end of batch....9776, cost so far 6642
end of batch....9777, cost so far 6642
end of batch....9778, cost so far 6642
end of batch....9779, cost so far 6642
end of batch....9780, cost so far 6642
end of batch....9781, cost so far 6642
end of batch....9782, cost so far 6642
end of batch....9783, cost so far 6642
end of batch....9784, cost so far 6642
end of batch....9785, cost so far 6642
end of batch....9786, cost so far 6642
end of batch....9787, cost so far 6642
end of batch....9788, cost so far 6642
end of batch....9789, cost so far 6642
end of batch....9790, cost so far 6642
end of batch....9791, cost so far 6642
end of batch....9792, cost so far 6642
end of batch....9793, cost so far 6642
end of batch....9794, cost so far 6642
end of batch....9795, cost so far 6642
end of batch....9796, cost so far 6642
end of batch....9797, cost so far 6642
end of batch....9798, cost so far 6642
end of batch....9799, cost so far 6642
end of batch....9800, cost so far 6642
end of batch....9801, cost so far 6642
end of batch....9802, cost so far 6642
end of batch....9803, cost so far 6642
end of batch....9804, cost so far 6642
end of batch....9805, cost so far 6642
end of batch....9806, cost so far 6642
end of batch....9807, cost so far 6642
end of batch....9808, cost so far 6642
end of batch....9809, cost so far 6642
end of batch....9810, cost so far 6642
end of batch....9811, cost so far 6642
end of batch....9812, cost so far 6642
end of batch....9813, cost so far 6642
end of batch....9814, cost so far 6642
end of batch....9815, cost so far 6642
end of batch....9816, cost so far 6642
end of batch....9817, cost so far 6642
end of batch....9818, cost so far 6642
end of batch....9819, cost so far 6642
end of batch....9820, cost so far 6642
end of batch....9821, cost so far 6642
end of batch....9822, cost so far 6642
end of batch....9823, cost so far 6642
end of batch....9824, cost so far 6642
end of batch....9825, cost so far 6642
end of batch....9826, cost so far 6642
end of batch....9827, cost so far 6642
end of batch....9828, cost so far 6642
end of batch....9829, cost so far 6642
end of batch....9830, cost so far 6642
end of batch....9831, cost so far 6642
end of batch....9832, cost so far 6642
end of batch....9833, cost so far 6642
end of batch....9834, cost so far 6642
end of batch....9835, cost so far 6642
end of batch....9836, cost so far 6642
end of batch....9837, cost so far 6642
end of batch....9838, cost so far 6642
end of batch....9839, cost so far 6642
end of batch....9840, cost so far 6642
end of batch....9841, cost so far 6642
end of batch....9842, cost so far 6642
end of batch....9843, cost so far 6642
end of batch....9844, cost so far 6642
end of batch....9845, cost so far 6642
end of batch....9846, cost so far 6642
end of batch....9847, cost so far 6642
end of batch....9848, cost so far 6642
end of batch....9849, cost so far 6642
end of batch....9850, cost so far 6642
end of batch....9851, cost so far 6642
end of batch....9852, cost so far 6642
end of batch....9853, cost so far 6642
end of batch....9854, cost so far 6642
end of batch....9855, cost so far 6642
end of batch....9856, cost so far 6642
end of batch....9857, cost so far 6642
end of batch....9858, cost so far 6642
end of batch....9859, cost so far 6642
end of batch....9860, cost so far 6642
end of batch....9861, cost so far 6642
end of batch....9862, cost so far 6642
end of batch....9863, cost so far 6642
end of batch....9864, cost so far 6642
end of batch....9865, cost so far 6642
end of batch....9866, cost so far 6642
end of batch....9867, cost so far 6642
end of batch....9868, cost so far 6642
end of batch....9869, cost so far 6642
end of batch....9870, cost so far 6642
end of batch....9871, cost so far 6642
end of batch....9872, cost so far 6642
end of batch....9873, cost so far 6642
end of batch....9874, cost so far 6642
end of batch....9875, cost so far 6642
end of batch....9876, cost so far 6642
end of batch....9877, cost so far 6642
end of batch....9878, cost so far 6642
end of batch....9879, cost so far 6642
end of batch....9880, cost so far 6642
end of batch....9881, cost so far 6642
end of batch....9882, cost so far 6642
end of batch....9883, cost so far 6642
end of batch....9884, cost so far 6642
end of batch....9885, cost so far 6642
end of batch....9886, cost so far 6642
end of batch....9887, cost so far 6642
end of batch....9888, cost so far 6642
end of batch....9889, cost so far 6642
end of batch....9890, cost so far 6642
end of batch....9891, cost so far 6642
end of batch....9892, cost so far 6642
end of batch....9893, cost so far 6642
end of batch....9894, cost so far 6642
end of batch....9895, cost so far 6642
end of batch....9896, cost so far 6642
end of batch....9897, cost so far 6642
end of batch....9898, cost so far 6642
end of batch....9899, cost so far 6642
end of batch....9900, cost so far 6642
end of batch....9901, cost so far 6642
end of batch....9902, cost so far 6642
end of batch....9903, cost so far 6642
end of batch....9904, cost so far 6642
end of batch....9905, cost so far 6642
end of batch....9906, cost so far 6642
end of batch....9907, cost so far 6642
end of batch....9908, cost so far 6642
end of batch....9909, cost so far 6642
end of batch....9910, cost so far 6642
end of batch....9911, cost so far 6642
end of batch....9912, cost so far 6642
end of batch....9913, cost so far 6642
end of batch....9914, cost so far 6642
end of batch....9915, cost so far 6642
end of batch....9916, cost so far 6642
end of batch....9917, cost so far 6642
end of batch....9918, cost so far 6642
end of batch....9919, cost so far 6642
end of batch....9920, cost so far 6642
end of batch....9921, cost so far 6642
end of batch....9922, cost so far 6642
end of batch....9923, cost so far 6642
end of batch....9924, cost so far 6642
end of batch....9925, cost so far 6642
end of batch....9926, cost so far 6642
end of batch....9927, cost so far 6642
