end of batch....0, cost so far 13908
end of batch....46751, cost so far 11985
end of batch....46752, cost so far 11985
end of batch....46753, cost so far 11985
end of batch....46754, cost so far 11985
end of batch....46755, cost so far 11985
end of batch....46756, cost so far 11985
end of batch....46757, cost so far 11985
end of batch....46758, cost so far 11985
end of batch....46759, cost so far 11985
end of batch....46760, cost so far 11985
end of batch....46761, cost so far 11985
end of batch....46762, cost so far 11985
end of batch....46763, cost so far 11985
end of batch....46764, cost so far 11985
end of batch....46765, cost so far 11985
end of batch....46766, cost so far 11985
end of batch....46767, cost so far 11985
end of batch....46768, cost so far 11985
end of batch....46769, cost so far 11985
end of batch....46770, cost so far 11985
end of batch....46771, cost so far 11985
end of batch....46772, cost so far 11985
end of batch....46773, cost so far 11985
end of batch....46774, cost so far 11985
end of batch....46775, cost so far 11985
end of batch....46776, cost so far 11985
end of batch....46777, cost so far 11985
end of batch....46778, cost so far 11985
end of batch....46779, cost so far 11985
end of batch....46780, cost so far 11985
end of batch....46781, cost so far 11985
end of batch....46782, cost so far 11985
end of batch....46783, cost so far 11985
end of batch....46784, cost so far 11985
end of batch....46785, cost so far 11985
end of batch....46786, cost so far 11985
end of batch....46787, cost so far 11985
end of batch....46788, cost so far 11985
end of batch....46789, cost so far 11985
end of batch....46790, cost so far 11985
end of batch....46791, cost so far 11985
end of batch....46792, cost so far 11985
end of batch....46793, cost so far 11985
end of batch....46794, cost so far 11985
end of batch....46795, cost so far 11985
end of batch....46796, cost so far 11985
end of batch....46797, cost so far 11985
end of batch....46798, cost so far 11985
end of batch....46799, cost so far 11985
end of batch....46800, cost so far 11985
end of batch....46801, cost so far 11985
end of batch....46802, cost so far 11985
end of batch....46803, cost so far 11985
end of batch....46804, cost so far 11985
end of batch....46805, cost so far 11985
end of batch....46806, cost so far 11985
end of batch....46807, cost so far 11985
end of batch....46808, cost so far 11985
end of batch....46809, cost so far 11985
end of batch....46810, cost so far 11985
end of batch....46811, cost so far 11985
end of batch....46812, cost so far 11985
end of batch....46813, cost so far 11985
end of batch....46814, cost so far 11985
end of batch....46815, cost so far 11985
end of batch....46816, cost so far 11985
end of batch....46817, cost so far 11985
end of batch....46818, cost so far 11985
end of batch....46819, cost so far 11985
end of batch....46820, cost so far 11985
end of batch....46821, cost so far 11985
end of batch....46822, cost so far 11985
end of batch....46823, cost so far 11985
end of batch....46824, cost so far 11985
end of batch....46825, cost so far 11985
end of batch....46826, cost so far 11985
end of batch....46827, cost so far 11985
end of batch....46828, cost so far 11985
end of batch....46829, cost so far 11985
end of batch....46830, cost so far 11985
end of batch....46831, cost so far 11985
end of batch....46832, cost so far 11985
end of batch....46833, cost so far 11985
end of batch....46834, cost so far 11985
end of batch....46835, cost so far 11985
end of batch....46836, cost so far 11985
end of batch....46837, cost so far 11985
end of batch....46838, cost so far 11985
end of batch....46839, cost so far 11985
end of batch....46840, cost so far 11985
end of batch....46841, cost so far 11985
end of batch....46842, cost so far 11985
end of batch....46843, cost so far 11985
end of batch....46844, cost so far 11985
end of batch....46845, cost so far 11985
end of batch....46846, cost so far 11985
end of batch....46847, cost so far 11985
end of batch....46848, cost so far 11985
end of batch....46849, cost so far 11985
end of batch....46850, cost so far 11985
end of batch....46851, cost so far 11985
end of batch....46852, cost so far 11985
end of batch....46853, cost so far 11985
end of batch....46854, cost so far 11985
end of batch....46855, cost so far 11985
end of batch....46856, cost so far 11985
end of batch....46857, cost so far 11985
end of batch....46858, cost so far 11985
end of batch....46859, cost so far 11985
end of batch....46860, cost so far 11985
end of batch....46861, cost so far 11985
end of batch....46862, cost so far 11985
end of batch....46863, cost so far 11985
end of batch....46864, cost so far 11985
end of batch....46865, cost so far 11985
end of batch....46866, cost so far 11985
end of batch....46867, cost so far 11985
end of batch....46868, cost so far 11985
end of batch....46869, cost so far 11985
end of batch....46870, cost so far 11985
end of batch....46871, cost so far 11985
end of batch....46872, cost so far 11985
end of batch....46873, cost so far 11985
end of batch....46874, cost so far 11985
end of batch....46875, cost so far 11985
end of batch....46876, cost so far 11985
end of batch....46877, cost so far 11985
end of batch....46878, cost so far 11985
end of batch....46879, cost so far 11985
end of batch....46880, cost so far 11985
end of batch....46881, cost so far 11985
end of batch....46882, cost so far 11985
end of batch....46883, cost so far 11985
end of batch....46884, cost so far 11985
end of batch....46885, cost so far 11985
end of batch....46886, cost so far 11985
end of batch....46887, cost so far 11985
end of batch....46888, cost so far 11985
end of batch....46889, cost so far 11985
end of batch....46890, cost so far 11985
end of batch....46891, cost so far 11985
end of batch....46892, cost so far 11985
end of batch....46893, cost so far 11985
end of batch....46894, cost so far 11985
end of batch....46895, cost so far 11985
end of batch....46896, cost so far 11985
end of batch....46897, cost so far 11985
end of batch....46898, cost so far 11985
end of batch....46899, cost so far 11985
end of batch....46900, cost so far 11985
end of batch....46901, cost so far 11985
end of batch....46902, cost so far 11985
end of batch....46903, cost so far 11985
end of batch....46904, cost so far 11985
end of batch....46905, cost so far 11985
end of batch....46906, cost so far 11985
end of batch....46907, cost so far 11985
end of batch....46908, cost so far 11985
end of batch....46909, cost so far 11985
end of batch....46910, cost so far 11985
end of batch....46911, cost so far 11985
end of batch....46912, cost so far 11985
end of batch....46913, cost so far 11985
end of batch....46914, cost so far 11985
end of batch....46915, cost so far 11985
end of batch....46916, cost so far 11985
end of batch....46917, cost so far 11985
end of batch....46918, cost so far 11985
end of batch....46919, cost so far 11985
end of batch....46920, cost so far 11985
end of batch....46921, cost so far 11985
end of batch....46922, cost so far 11985
end of batch....46923, cost so far 11985
end of batch....46924, cost so far 11985
end of batch....46925, cost so far 11985
end of batch....46926, cost so far 11985
end of batch....46927, cost so far 11985
end of batch....46928, cost so far 11985
end of batch....46929, cost so far 11985
end of batch....46930, cost so far 11985
end of batch....46931, cost so far 11985
end of batch....46932, cost so far 11985
end of batch....46933, cost so far 11985
end of batch....46934, cost so far 11985
end of batch....46935, cost so far 11985
end of batch....46936, cost so far 11985
end of batch....46937, cost so far 11985
end of batch....46938, cost so far 11985
end of batch....46939, cost so far 11985
end of batch....46940, cost so far 11985
end of batch....46941, cost so far 11985
end of batch....46942, cost so far 11985
end of batch....46943, cost so far 11985
end of batch....46944, cost so far 11985
end of batch....46945, cost so far 11985
end of batch....46946, cost so far 11985
end of batch....46947, cost so far 11985
end of batch....46948, cost so far 11985
end of batch....46949, cost so far 11985
end of batch....46950, cost so far 11985
end of batch....46951, cost so far 11985
end of batch....46952, cost so far 11985
end of batch....46953, cost so far 11985
end of batch....46954, cost so far 11985
end of batch....46955, cost so far 11985
end of batch....46956, cost so far 11985
end of batch....46957, cost so far 11985
end of batch....46958, cost so far 11985
end of batch....46959, cost so far 11985
end of batch....46960, cost so far 11985
end of batch....46961, cost so far 11985
end of batch....46962, cost so far 11985
end of batch....46963, cost so far 11985
end of batch....46964, cost so far 11985
end of batch....46965, cost so far 11985
end of batch....46966, cost so far 11985
end of batch....46967, cost so far 11985
end of batch....46968, cost so far 11985
end of batch....46969, cost so far 11985
end of batch....46970, cost so far 11985
end of batch....46971, cost so far 11985
end of batch....46972, cost so far 11985
end of batch....46973, cost so far 11985
end of batch....46974, cost so far 11985
